username,rating,date,id,consolidated_feedback,subjectivity,polarity,score
Anonymous Employee,4,2019-03-29T00:00:00.000Z,25409671,MARKETING MANAGER  Great people and values- progressive with sustainability agenda and some market leading products  decision making can be slow and some IT systems are taking time to implement across the whole organisation,0.5166666666666666,0.2333333333333333,positive
"Manufacturing Assistant in Tuas,",4,2019-03-27T00:00:00.000Z,25365025,"Great Company  Nice environment, colleagues are friendly, job scope is wide if you prefer job rotation.  The level of difficulty of your job depends vastly on the department you're in. Advice to Management:Please give more job opportunities to Malaysian.",0.6916666666666668,0.3625,positive
Anonymous Employee,4,2019-03-26T00:00:00.000Z,25361911,"Great company  Great benefits Great culture, great working environment  I do not really have anything negative to say",0.6,0.46666666666666673,positive
"Industrial Design Intern in Saint Paul, MN",5,2019-03-26T00:00:00.000Z,25360148,"An Innovative Company  Great community, caring people, skillfully and highly intellectual.  Office Politics can sometimes make it hard for honesty and transparency",0.6729166666666666,0.32708333333333334,positive
Anonymous Employee,4,2019-03-26T00:00:00.000Z,25356285,"Nice  Nice, good, easy, great, nice  Sometimes not nice, only sometimes",0.8979166666666667,0.42916666666666664,positive
Anonymous Employee,5,2019-03-23T00:00:00.000Z,25313428,Excellent company  Great work culture Good work life balace  Big giant Some proceses are complicated,0.7416666666666667,0.3333333333333333,positive
"Business Analyst in London, ON",2,2019-03-23T00:00:00.000Z,25307729,Analyst  - Nice people - Cafeteria food was good - Office space is nice  - Structure is very flat - To move anywhere you have to know people - Work is super easy,0.7104166666666667,0.43902777777777774,positive
"Production Supervisor in Aberdeen, SD",5,2019-03-22T00:00:00.000Z,25301942,3M  Great work place and room for advancement. 3M also has a great wage for the work performed. 3M's managerial hierarchy helps individual develop personally and professionally.  When production levels increase work hours can sometimes get long but the pay matches the hours worked. Advice to Management:NA,0.44999999999999996,0.275,positive
"Sales Representative in Seattle, WA",4,2019-03-21T00:00:00.000Z,25282283,"Sales Rep  Great benefits, great perks, easy, work-life balance  Steady industry, which can get boring Advice to Management:Nothing much to say",0.6722222222222222,0.23333333333333328,positive
Anonymous Employee,5,2019-03-20T00:00:00.000Z,25260852,The best company ever after  All pros. Good benefits. Good people  Non cons the is worth mentioning Advice to Management:Keep up good work,0.44000000000000006,0.6799999999999999,positive
Engineer,4,2019-03-20T00:00:00.000Z,25255649,Good  Good work culture and environment  Nothing in specific to memtion,0.4416666666666667,0.4666666666666666,positive
"Operator in Cottage Grove, MN",3,2019-03-19T00:00:00.000Z,25233739,Not as good as it appears  Decent pay Some good discounts for events  HR does not do what they should to help employees. No life due to hours worked and shift rotation. Company doesn't care life they used to.,0.5604166666666667,0.3604166666666666,positive
Anonymous Employee,5,2019-03-18T00:00:00.000Z,25229070,Tech Aide  Flexible hours and lots to learn  Driving through St. Paul to get there sucked.,0.0,0.0,neutral
"Packer in Brookings, SD",1,2019-03-18T00:00:00.000Z,25224852,Hostile Work Environment Food Safety  The pay and benefits are good.  Screamed at daily by coworkers and threatened to be written up. Objects ripped out hands and being physically shoved out of the way. Supervisor and hr informed about work situation and did nothing. There is no teamwork. Operators think they are entitled not to do work and to change schedules at random. Other team members below operator can high jack teams as they please. There is a complete lack of communication from management and crews are left short handed with no help (Other departments fire people for not filling in these spots). One crew leaves early and the next crew is expected to make up their work. One lead has two daughters below her in the same department and allows them to act as leads in her stead. Overall its been a nightmare and the plant here doesnt treat their people like human beings anymore. Advice to Management:The abuse and entitlement needs to stop. People need treated as human beings. Your not going to keep people treating them poorly.,0.2698809523809523,-0.010555555555555561,negative
"Project Manager in Maplewood, MN",5,2019-03-18T00:00:00.000Z,25221199,"19 years strong and going....  There's a reason I've been here 19 years. I can assure you that this company cares about it's employees. And whether or not it's apparent, cares tremendously about the environment, community and products it offers. The pay is competitive, the flexibility is a tremendous perk and it's fun and exciting. (And ever-changing right now!) The different types of jobs you can have are equally as amazing. Administrative assistant, production line assembly, project manager, software tester, project manager, Scrum master, security guard, quality assurance (testing of the products or programs), sales rep....the list goes on and on. If you find you don't like what you do - stick it out for 2 years and transfer to something else. All of my supervisors- with the exception of 1 - have ALWAYS worked with me to get me to my next step at the company. This is the place to have inspiration and aspirations - and be safe in knowing your work is appreciated. They encourage you to volunteer. They encourage you to get up out of your cube to take a walk. They encourage you to seek a mentor to get you through your professional career. Everyone I have encountered is more than happy to sit down with you and discuss your professional life and give you advice.  I'm a big believer that not all people can work at all companies. To work at 3M, you have to be flexible. Like - really flexible. And you have to work in ambiguous circumstances at times. If you're the type of person who always needs clear direction, probably not the best place for you. You have to NOT require constant supervision to get your job done. If you're in a leadership position, you have to have confidence in what you're doing and the ability to speak up and step out in a crowd when you have an opinion, yet know when to sit back and listen (and take some advice too!) You *will* have difficulties throughout your professional life - no matter what job you are in. From a manager who doesn't manage you the right way, to not being recognized on a project that you worked hard at, to arrogant people, etc. It's YOUR choice how you handle these things. Step up! Speak out! It's welcome at 3M - and with a bit of work (managing up!) - you can train your boss for what you need as well :) It's a big company - if you like small companies, this is not the place to work. You will more than likely have to walk over 100 feet to get to your desk. There are some that are still working in the ""old"" way - The ""good ol boys club"" - where you get promoted because you know them personally, etc. My advice - speak up when you feel shunned, do your part, and find another job in 2 years if it's not working out where you are. These are not deal breakers, but I can totally understand and appreciate difficulties through period of time. Advice to Management:Keep listening to us worker bees! Get rid of the remaining ""good ol boys club"" members. Keep standing up for what's right.",0.4637871387871388,0.246597095034595,positive
